id_dokumen;par_id;tanggal;unit;jenis_laporan;paragraf_raw;paragraf_chars;paragraf_clean;topic_id;topic_score;pestle
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;340;2019;Unknown;dokumen_kebijakan;pada tahun 2018 menjadi 74,90 kg/kapita/tahun pada tahun 2024 dan penurunan konsumsi beras di luar rumah tangga dari 26,89;122;tahun 2018 jadi kapita tahun tahun 2024 turun konsumsi beras luar rumah tangga;3;0.575202505125353;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;341;2019;Unknown;dokumen_kebijakan;kg/kapita/tahun pada tahun 2018 menjadi 24,97 kg/kapita/tahun pada tahun 2024 (Gambar 21).;90;kapita tahun tahun 2018 jadi kapita tahun tahun 2024 gambar;3;0.9534832382840066;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;342;2019;Unknown;dokumen_kebijakan;140 120.64 120 107.57105.72 99.86 n 100 90.48 h 80.67 79.29 a 74.90 T 80 /a tip 2007 2018 2020 2024;99;140 120 120 107 57105 100 tip 2007 2018 2020 2024;0;0.7010978598653869;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;343;2019;Unknown;dokumen_kebijakan;Konsumsi RT Konsumsi Non RT Konsumsi Total Gambar 21. Proyeksi Konsumsi Beras per Kapita (BPS diolah BKP);105;konsumsi konsumsi non konsumsi total gambar proyeksi konsumsi beras per kapita bps olah bkp;4;0.5305282710203566;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;344;2019;Unknown;dokumen_kebijakan;Selain itu pertumbuhan kelas berpendapatan menengah dan meningkatnya Indeks Pembangunan Manusia (IPM) yang dipicu oleh;118;selain tumbuh kelas dapat tengah tingkat indeks bangun manusia ipm picu;3;0.5083017274821449;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;345;2019;Unknown;dokumen_kebijakan;perbaikan situasi ekonomi juga akan membawa konsekuensi terhadap pergeseran food preference masyarakat menjadi pangan yang lebih;128;baik situasi ekonomi juga akan bawa konsekuensi geser food preference masyarakat jadi pangan lebih;3;0.8167294795409231;Social
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;346;2019;Unknown;dokumen_kebijakan;33 beragam, terutama pangan yang bersumber dari pangan hewani (daging, ikan, telur dan susu), sayur-sayuran dan buah-buahan.;124;agam utama pangan sumber pangan hewani daging ikan telur susu sayur sayur buah buah;4;0.5914546569609942;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;347;2019;Unknown;dokumen_kebijakan;Konsumsi daging unggas sebesar 7,5 kg/kapita/tahun diproyeksikan meningkat pada tahun 2020 menjadi 9,12 kg/kapita/tahun dan;123;konsumsi daging unggas besar kapita tahun proyeksi tingkat tahun 2020 jadi kapita tahun;4;0.5306758745241381;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;348;2019;Unknown;dokumen_kebijakan;meningkat menjadi 9,39 kg/kapita/tahun pada tahun 2024. Konsumsi daging sapi diproyeksikan meningkat dari 2,5 kg/kapita/tahun pada;130;tingkat jadi kapita tahun tahun 2024 konsumsi daging sapi proyeksi tingkat kapita tahun;3;0.6789242536518295;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;349;2019;Unknown;dokumen_kebijakan;tahun 2017 menjadi 3,39 kg/kapita/tahun pada tahun 2020 dan meningkat menjadi 3,53 kg/kapita/tahun pada tahun 2024. Daging sapi;127;tahun 2017 jadi kapita tahun tahun 2020 tingkat jadi kapita tahun tahun 2024 daging sapi;3;0.9689579857676853;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;350;2019;Unknown;dokumen_kebijakan;diproyeksikan akan dikonsumsi oleh penduduk dengan pendapatan tinggi di daerah perkotaan, sedangkan daging ayam dikonsumsi oleh;127;proyeksi akan konsumsi duduk dapat tinggi daerah kota sedang daging ayam konsumsi;4;0.8637126331912626;Political
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;351;2019;Unknown;dokumen_kebijakan;penduduk di semua kelas pendapatan. 10.5 )n is u h 10 ma s n t /p a 9.5 ok K/g K 9;82;duduk semua kelas dapat;3;0.631301274326298;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;352;2019;Unknown;dokumen_kebijakan;8.5 Pesimis 8.99 9.10 9.26 Moderat 9.12 9.39 9.80 Optimis 9.26 9.72 10.42 Gambar 22. Proyeksi Konsumsi Daging Unggas (Arifin, B., dkk, 2018);140;pesimis moderat optimis gambar proyeksi konsumsi daging unggas arifin dkk 2018;4;0.9602736515196253;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;353;2019;Unknown;dokumen_kebijakan;)n 4.4 is u 4.2 ma 4 s t /p 3.8 n o a k 3.6 K/g 3.4 ( 3.2 3 Pesimis 3.33 3.38 3.46;82;pesimis;1;0.5828348634377376;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;354;2019;Unknown;dokumen_kebijakan;Moderat 3.39 3.53 3.75 Optimis 3.46 3.71 4.12 Gambar 23. Proyeksi Daging Ruminansia (Arifin, B., dkk, 2018);107;moderat optimis gambar proyeksi daging ruminansia arifin dkk 2018;4;0.9478602899063396;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;355;2019;Unknown;dokumen_kebijakan;Ikan sebagai komoditas pangan hewani yang paling banyak dikonsumsi oleh penduduk Indonesia dengan tingkat konsumsi;114;ikan komoditas pangan hewani paling banyak konsumsi duduk indonesia tingkat konsumsi;4;0.795199964563446;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;356;2019;Unknown;dokumen_kebijakan;34 sebesar 26,2 kg per kapita tahun 2017 diproyeksikan meningkat menjadi 29,08 kg/kapita/tahun pada tahun 2020 dan terus meningkat;130;besar per kapita tahun 2017 proyeksi tingkat jadi kapita tahun tahun 2020 terus tingkat;3;0.854104727396737;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;357;2019;Unknown;dokumen_kebijakan;menjadi 29,55 kg/kapita/tahun pada tahun 2024. 32 31 u/p 30 nk K 29 28 Pesimis 28.86 29.05 29.33;96;jadi kapita tahun tahun 2024 pesimis;3;0.8249050210711244;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;358;2019;Unknown;dokumen_kebijakan;Moderat 29.08 29.55 30.27 Optimis 29.33 30.14 31.35 Gambar 24. Proyeksi Konsumsi Ikan (Arifin, B., dkk, 2018);109;moderat optimis gambar proyeksi konsumsi ikan arifin dkk 2018;4;0.9478504570181525;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;359;2019;Unknown;dokumen_kebijakan;Sejalan dengan konsumsi daging dan ikan, konsumsi sayuran juga diproyeksikan naik dari tahun 2020 sebesar 57,79 kg/kapita/tahun;127;jalan konsumsi daging ikan konsumsi sayur juga proyeksi naik tahun 2020 besar kapita tahun;4;0.7397190136326992;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;360;2019;Unknown;dokumen_kebijakan;menjadi 58,35 kg/kapita/tahun pada tahun 2024. 61 u/p 59 nk /g 58 57 Pesimis 57.54 57.76 58.09;94;jadi kapita tahun tahun 2024 pesimis;3;0.8249050210711244;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;361;2019;Unknown;dokumen_kebijakan;Moderat 57.79 58.35 59.18 Optimis 58.08 59.03 60.45 Gambar 25. Proyeksi Konsumsi Sayuran (Arifin, B., dkk, 2018);112;moderat optimis gambar proyeksi konsumsi sayur arifin dkk 2018;4;0.9509332721166615;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;362;2019;Unknown;dokumen_kebijakan;Konsumsi telur juga diproyeksikan terus mengalami peningkatan. Pada tahun 2020 konsumsi telur diperkirakan mencapai 7,07 kg/kapita/tahun;136;konsumsi telur juga proyeksi terus alami tingkat tahun 2020 konsumsi telur kira capai kapita tahun;4;0.6413931942588347;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;363;2019;Unknown;dokumen_kebijakan;dan pada tahun 2045 meningkat menjadi 7,19 kg/kapita/tahun. Selain itu, peningkatan konsumsi pangan juga diproyeksikan terjadi pada;131;tahun 2045 tingkat jadi kapita tahun selain tingkat konsumsi pangan juga proyeksi jadi;4;0.5085252453514293;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;364;2019;Unknown;dokumen_kebijakan;komoditas umbi-umbian. Pada tahun 2020 konsumsi umbi diperkirakan 35 mencapai 19,78 kg/kapita/tahun dan diperkirakan sedikit mengalami;134;komoditas umbi umbi tahun 2020 konsumsi umbi kira capai kapita tahun kira sedikit alami;2;0.4546722166618645;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;365;2019;Unknown;dokumen_kebijakan;peningkatan menjadi 19,88 kg/kapita/tahun pada tahun 2024. 7.8 a 7.6 u/p 7.4 nk 7.2;83;tingkat jadi kapita tahun tahun 2024;3;0.9303790585688916;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;366;2019;Unknown;dokumen_kebijakan;K 7 6.8 Pesimis 7.01 7.06 7.14 Moderat 7.07 7.19 7.38 Optimis 7.14 7.35 7.66 Gambar 26. Proyeksi Konsumsi Telur (Arifin, B., dkk, 2018);135;pesimis moderat optimis gambar proyeksi konsumsi telur arifin dkk 2018;4;0.9560837686052704;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;367;2019;Unknown;dokumen_kebijakan;20.5 20.3 /p 20.1 k 19.9 ( 19.7 m 19.5 u 2020 2024 2030 s n Pesimis 19.73 19.77 19.83;85;2020 2024 2030 pesimis;3;0.6913086457500693;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;368;2019;Unknown;dokumen_kebijakan;K Moderat 19.78 19.88 20.04 Optimis 19.83 20.01 20.28 3. Gambar 27. Proyeksi Konsumsi Umbi (Arifin, B., dkk, 2018)Arah Penyediaan;129;moderat optimis gambar proyeksi konsumsi umbi arifin dkk 2018 arah sedia;4;0.9535332738982744;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;369;2019;Unknown;dokumen_kebijakan;Pangan Dari sisi produksi pangan domestik, penyediaan pangan menghadapi berbagai tantangan, diantaranya yang penting adalah kompetisi;133;pangan sisi produksi pangan domestik sedia pangan hadap bagai tantang antara penting kompetisi;5;0.4971518335420671;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;370;2019;Unknown;dokumen_kebijakan;penggunaan lahan, perubahan iklim, dan levelling off peningkatan produktivitas. Produksi pangan di level off farm juga dihadapkan pada;134;guna lahan ubah iklim levelling off tingkat produktivitas produksi pangan level off farm juga hadap;5;0.7625298064671383;Environmental
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;371;2019;Unknown;dokumen_kebijakan;tantangan untuk memenuhi preferensi pangan konsumen yang semakin beragam, berkualitas dan aman.;95;tantang penuh preferensi pangan konsumen makin agam kualitas aman;4;0.7886548243675913;Social
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;372;2019;Unknown;dokumen_kebijakan;Untuk merespon tantangan di atas, dari aspek pengembangan lahan pertanian, dominasi Jawa sebagai basis produksi pangan di masa;126;merespon tantang atas aspek kembang lahan tani dominasi jawa basis produksi pangan masa;1;0.41258634890132556;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;373;2019;Unknown;dokumen_kebijakan;36 mendatang harus dikurangi. Laju konversi lahan yang sulit dikendalikan selama beberapa tahun terakhir disebabkan karena Jawa merupakan;137;datang harus rang laju konversi lahan sulit kendali lama beberapa tahun akhir sebab jawa rupa;3;0.7484412533888029;Technological
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;374;2019;Unknown;dokumen_kebijakan;pusat ekonomi dan pemerintahan negara. Pengembangan sentra produksi baru dengan mengoptimalkan lahan-lahan marginal dan;119;pusat ekonomi perintah negara kembang sentra produksi baru optimal lahan lahan marginal;1;0.9399879283369543;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;375;2019;Unknown;dokumen_kebijakan;pembangunan kawasan produksi di Indonesia Timur menjadi andalan untuk menggantikan luasan lahan produktif yang terkonversi di Jawa.;131;bangun kawasan produksi indonesia timur jadi andal ganti luas lahan produktif konversi jawa;5;0.4821862751848786;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;376;2019;Unknown;dokumen_kebijakan;Untuk mengantisipasi perubahan iklim dan upaya peningkatan produktivitas usahatani pangan diperlukan penciptaan inovasi;119;antisipasi ubah iklim upaya tingkat produktivitas usahatani pangan perlu cipta inovasi;5;0.7313687110220353;Environmental
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;377;2019;Unknown;dokumen_kebijakan;teknologi dan percepatan diseminasinya. Teknologi pertanian yang perlu diciptakan adalah teknologi yang mampu mengatasi dan;123;teknologi cepat mas teknologi tani perlu cipta teknologi mampu atas;3;0.9354085564425518;Technological
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;378;2019;Unknown;dokumen_kebijakan;mengantisipasi dampak perubahan iklim, meningkatkan produktivtas usahatani, efisiensi usaha, dan daya saing produk.;115;antisipasi dampak ubah iklim tingkat produktivtas usahatani efisiensi usaha daya saing produk;3;0.5364804990457294;Environmental
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;379;2019;Unknown;dokumen_kebijakan;Penyediaan pangan juga diarahkan untuk memenuhi permintaan konsumen yang menginginkan beragam jenis bahan pangan terutama;121;sedia pangan juga arah penuh minta konsumen ingin agam jenis bahan pangan utama;4;0.87874646576076;Social
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;380;2019;Unknown;dokumen_kebijakan;sumber protein, buah dan sayur serta mensyaratkan keamanan dan kemudahan saat mengolah untuk dikonsumsi. Keterbukaan informasi;126;sumber protein buah sayur syarat aman mudah saat olah konsumsi buka informasi;4;0.6966204410167102;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;381;2019;Unknown;dokumen_kebijakan;global, meningkatnya pendapatan per kapita, pemahaman terhadap kesehatan dan gaya hidup di perkotaan juga berpengaruh terhadap;126;global tingkat dapat per kapita paham sehat gaya hidup kota juga pengaruh;4;0.7770803252524342;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;382;2019;Unknown;dokumen_kebijakan;pola konsumsi masyarakat. Semua kondisi tersebut perlu diantisipasi dengan produksi pangan yang lebih memperhatikan sisi;120;pola konsumsi masyarakat semua kondisi perlu antisipasi produksi pangan lebih perhati sisi;4;0.6587571347242515;Social
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;383;2019;Unknown;dokumen_kebijakan;pasar/kebutuhan konsumen. Untuk itu ketersediaan teknologi pengolahan pangan yang mampu merespon dinamika permintaan;116;pasar butuh konsumen sedia teknologi olah pangan mampu merespon dinamika minta;4;0.6301749991448728;Social
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;384;2019;Unknown;dokumen_kebijakan;konsumen dan penerapan kaidah keamanan pangan dalam proses produksi menjadi hal yang sangat penting.;100;konsumen terap kaidah aman pangan proses produksi jadi hal sangat penting;4;0.6496077549825656;Social
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;385;2019;Unknown;dokumen_kebijakan;Hal lain yang masih sering luput dari perhatian adalah masalah kehilangan dan pemborosan pangan (loss and waste). Kehilangan;124;hal lain masih sering luput perhati masalah hilang boros pangan loss and waste hilang;4;0.9535758324725397;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;386;2019;Unknown;dokumen_kebijakan;pangan terjadi mulai panen di on farm sampai pangan tersebut didistribusikan. Pemborosan pangan terjadi mulai dari tingkat retail,;130;pangan jadi mulai panen farm sampai pangan distribusi boros pangan jadi mulai tingkat retail;4;0.6981190082390866;Economic
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;387;2019;Unknown;dokumen_kebijakan;pada saat pangan dibeli oleh konsumen, disajikan di meja makan, 37 sampai dengan pada saat pangan tersebut benar-benar dikonsumsi;129;saat pangan beli konsumen saji meja makan sampai saat pangan benar benar konsumsi;4;0.6431559997317361;Social
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;388;2019;Unknown;dokumen_kebijakan;oleh konsumen/anggota rumah tangga. Secara global, data FAO menunjukkan bahwa bahan pangan yang hilang dan terbuang sekitar;123;konsumen anggota rumah tangga cara global data fao tunjuk bahwa bahan pangan hilang buang sekitar;4;0.9559075362545776;Social
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;389;2019;Unknown;dokumen_kebijakan;dari produksi pangan dunia. Pangan yang terbuang tersebut diperkirakan terjadi pada tahap produksi sebesar 24-30 persen, pada;125;produksi pangan dunia pangan buang kira jadi tahap produksi besar persen;5;0.6072950390297948;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;390;2019;Unknown;dokumen_kebijakan;tahap pasca panen sebesar 20% persen, dan pada tahap konsumsi sebesar 30-35 persen.;83;tahap pasca panen besar persen tahap konsumsi besar persen;5;0.6676544172526522;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;391;2019;Unknown;dokumen_kebijakan;Mengingat besarnya persentase kehilangan pangan, maka upaya pengurangan kehilangan dan pemborosan pangan menjadi sangat;119;ingat besar persentase hilang pangan upaya kurang hilang boros pangan jadi sangat;4;0.7320981495273494;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;392;2019;Unknown;dokumen_kebijakan;penting bagi ketersediaan pangan dan peningkatan cakupan masyarakat yang mampu mengkonsumsi pangan. Pendekatan;110;penting bagi sedia pangan tingkat cakup masyarakat mampu konsumsi pangan dekat;2;0.696717938624834;Social
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;393;2019;Unknown;dokumen_kebijakan;penanganan kedua aspek tersebut adalah (1) pemanfaatan teknologi panen, pengolahan, distribusi, penyimpanan dan penanganan pangan;129;tangan dua aspek manfaat teknologi panen olah distribusi simpan tangan pangan;3;0.34522529486559694;Economic
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;394;2019;Unknown;dokumen_kebijakan;yang mampu mengurangi kehilangan hasil dan mempertahankan kualitas pangan secara efisien dan (2) sosialisasi kepada masyarakat;126;mampu kurang hilang hasil tahan kualitas pangan cara efisien sosialisasi kepada masyarakat;4;0.6259589031613131;Social
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;395;2019;Unknown;dokumen_kebijakan;tentang pentingnya mengurangi pemborosan pangan melalui pendekatan sosial budaya dan agama, serta memperkenalkan;112;tentang penting kurang boros pangan dekat sosial budaya agama kenal;2;0.5393068635300378;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;396;2019;Unknown;dokumen_kebijakan;pendekatan konsumsi dan pemanfaatan pangan secara bijaksana (food wise) 38 V. KEBIJAKAN STRATEGIS;97;dekat konsumsi manfaat pangan cara bijaksana food wise bijak strategis;4;0.522487024240916;Political
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;397;2019;Unknown;dokumen_kebijakan;Kebijakan Strategis Ketahanan Pangan dan Gizi 2020-2024 dirancang untuk mencapai sasaran terpenuhinya kebutuhan pangan dan gizi;127;bijak strategis tahan pangan gizi 2020 2024 rancang capai sasar penuh butuh pangan gizi;3;0.6483011615636204;Political
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;398;2019;Unknown;dokumen_kebijakan;masyarakat secara nasional, wilayah, sampai dengan perseorangan. Kebijakan strategis ini merupakan arahan untuk setiap;118;masyarakat cara nasional wilayah sampai orang bijak strategis rupa arah tiap;3;0.5197893853616544;Political
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;399;2019;Unknown;dokumen_kebijakan;Kementerian/Lembaga (K/L), pemerintah daerah dan pemangku kepentingan terkait dalam pembangunan sistem pangan. Disain kebijakan;127;menteri lembaga perintah daerah mang penting kait bangun sistem pangan disain bijak;3;0.5344376548068929;Political
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;400;2019;Unknown;dokumen_kebijakan;ini juga dirancang untuk mencapai indikator kinerja pembangunan pangan dan gizi, seperti disajikan dalam Bab VI.;112;juga rancang capai indikator kerja bangun pangan gizi seperti saji bab;3;0.7154947537985283;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;401;2019;Unknown;dokumen_kebijakan;1. Prinsip Dasar Kebijakan Strategis Berdasarkan Undang-Undang Pangan No 18 tahun 2012,;87;prinsip dasar bijak strategis dasar undang undang pangan tahun 2012;2;0.6154885749476813;Political
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;402;2019;Unknown;dokumen_kebijakan;penyelenggaraan pangan dilakukan dengan berdasarkan asas kedaulatan, kemandirian, ketahanan, keamanan, manfaat,;111;selenggara pangan laku dasar asas daulat mandiri tahan aman manfaat;4;0.46466620100457084;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;403;2019;Unknown;dokumen_kebijakan;pemerataan, berkelanjutan dan keadilan. Sejalan dengan hal tersebut kebijakan strategis ketahanan pangan strategis dijalankan atas dasar;136;perata lanjut adil jalan hal bijak strategis tahan pangan strategis jalan atas dasar;3;0.6775566176971808;Political
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;404;2019;Unknown;dokumen_kebijakan;prinsip keadilan, kesejahteraan dan pemberdayaan masyarakat, kedaulatan dan stabilitas nasional, kemandirian, peran aktif para pihak,;133;prinsip adil sejahtera daya masyarakat daulat stabilitas nasional mandiri peran aktif para pihak;3;0.9602098913380799;Political
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;405;2019;Unknown;dokumen_kebijakan;keamanan pangan, dan berkelanjutan untuk menghasilkan masyarakat yang sehat, aktif dan produktif secara berkelanjutan. Penjelasan dari;134;aman pangan lanjut hasil masyarakat sehat aktif produktif cara lanjut jelas;3;0.5554622195203038;Social
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;406;2019;Unknown;dokumen_kebijakan;prinsip-prinsip dasar tersebut diuraikan sebagai berikut: a. Keadilan Prinsip keadilan dalam konteks ketahanan pangan dapat diartikan;133;prinsip prinsip dasar urai ikut adil prinsip adil konteks tahan pangan dapat arti;2;0.6821009598452248;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;407;2019;Unknown;dokumen_kebijakan;kesamaan hak semua warga masyarakat dalam mengakses sumber daya alam, seperti tanah pertanian dan air bersih. Keadilan;118;sama hak semua warga masyarakat akses sumber daya alam seperti tanah tani air bersih adil;3;0.9581009777096282;Social
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;408;2019;Unknown;dokumen_kebijakan;juga berarti seluruh warga negara/individu berhak mengakses dan mendapatkan pangan yang sesuai bagi dirinya, baik secara;120;juga arti seluruh warga negara individu hak akses dapat pangan sesuai bagi diri baik cara;3;0.511129313909485;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;409;2019;Unknown;dokumen_kebijakan;kuantitas maupun kualitas. Keadilan harus tercipta pula antar 39 berbagai pelaku yang bergerak di sektor pangan. Dimana petani;126;kuantitas maupun kualitas adil harus cipta pula antar bagai laku gerak sektor pangan mana tani;4;0.790131865308293;Uncategorized
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;410;2019;Unknown;dokumen_kebijakan;mendapatkan harga yang layak, sementara konsumen menikmati pangan murah. Di sisi lain pelaku usaha dan pedagang menikmati;121;dapat harga layak sementara konsumen nikmat pangan murah sisi lain laku usaha dagang nikmat;4;0.953569337140222;Economic
Kebijakan Strategis Ketahanan Pangan dan Gizi 2019 Badan Ketahanan Pangan Kementerian Pertanian;411;2019;Unknown;dokumen_kebijakan;keuntungan pada tingkat wajar. b. Kesejahteraan dan Pemberdayaan Masyarakat Menurut definisi Badan Pusat Statistik, kesejahteraan merupakan;139;untung tingkat wajar sejahtera daya masyarakat turut definisi badan pusat statistik sejahtera rupa;3;0.5656296269342618;Social
